id,loc1,datetime1,loc2,datetime2,stops,distance,details,price,hot deal
12731931," Michigan City, IN"," Feb 01, 12:00 AM  -  12:00 AM CDT "," Crystal Lake, IL "," Feb 01, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance98.2 mi, live Flatbed47500 LB Consumer Goods, $472.78 ,no
12731903," Michigan City, IN"," Feb 01, 12:00 AM  -  12:00 AM CDT "," O Fallon, MO "," Feb 02, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance336.9 mi, live Van - 53 Feet44000 LB Consumer Goods, $921.76 ,no
12437252," Geneva, IN"," Feb 01, 12:00 AM EDT"," Hutchins, TX "," Feb 03, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $1,986.36 ",no
12730119," Romulus, MI"," Feb 01, 05:00 AM EDT"," Boca Raton, FL "," Feb 03, 12:00 PM EDT", 1 STOP ,deadhead - distance1316 mi, live Reefer35500 LB Frozen Foods,quick bid,no
12650931," Kansas City, MO"," Feb 01, 04:00 AM CDT"," Sacramento, CA "," Feb 02, 02:00 PM PDT",,deadhead - distance1724.4 mi, live Van w/ Team26000 LB Packages,bid only,no
12735929," Severn, NC"," Feb 01, 07:00 AM  -  07:00 PM EDT "," Manassas, VA "," Feb 02, 08:00 AM  -  08:00 AM EDT ",,deadhead - distance199.2 mi, live Van or Reefer25000 LB Truckload Of P..., $624.44 ,no
12562125," Swainsboro, GA"," Feb 01, 07:00 AM  -  03:30 PM EDT "," Merry Hill, NC "," Feb 02, 08:00 AM  -  04:00 PM EDT ",,deadhead - distance452.9 mi, live Van32000 LB Pallets," $1,069.78 ",no
12741360," Wichita, KS"," Feb 01, 08:00 AM  -  01:00 PM CDT "," West Boylston, MA "," Feb 03, 06:00 AM  -  12:00 PM EDT ",,deadhead - distance1588.3 mi, live Van or Reefer Hazmat40832 LB Methylene Chlo...," $4,051.70 ",no
12741342," Wichita, KS"," Feb 01, 08:00 AM  -  01:00 PM CDT "," Reading, PA "," Feb 03, 07:30 AM EDT",,deadhead - distance1288.8 mi, live Van or Reefer Hazmat40832 LB Methylene Chlo...," $3,166.78 ",no
12737532," Columbia, SC"," Feb 01, 08:00 AM EDT"," Dayton, NJ "," Feb 02, 06:00 AM EDT",,deadhead - distance677.1 mi, live Van - 53 Feet44000 LB Food Stuffs," $1,830.64 ",no
12734911," Muncie, IN"," Feb 01, 08:00 AM  -  03:00 PM EDT "," Fort Bragg, NC "," Feb 02, 09:00 AM  -  12:00 PM EDT ",,deadhead - distance595.2 mi, live Van - 53 Feet35000 LB Consumer Goods," $1,490.07 ",no
12714970," Albuquerque, NM"," Feb 01, 07:00 AM  -  10:00 AM MDT "," Humble, TX "," Feb 03, 06:30 AM  -  02:00 PM CDT ",,deadhead - distance857.9 mi, live Van - 53 Feet43800 LB Metal," $1,185.03 ",no
12727561," arden hills, MN"," Feb 01, 08:00 AM  -  02:00 PM CDT "," Texarkana, TX "," Feb 03, 08:00 AM  -  12:00 PM CDT ",,deadhead - distance912.1 mi, live Van - 53 Feet42000 LB Non Hazmat Che...," $1,963.15 ",no
12727536," arden hills, MN"," Feb 01, 08:00 AM  -  02:00 PM CDT "," Texarkana, TX "," Feb 03, 08:00 AM  -  12:00 PM CDT ",,deadhead - distance912.1 mi, live Van - 53 Feet42000 LB Non Hazmat Che...," $1,963.15 ",no
12598354," Chicago, IL"," Feb 01, 09:00 AM  -  11:00 AM CDT "," Marion, IN "," Feb 01, 09:00 PM EDT",,deadhead - distance175.1 mi, live Van - 53 Feet8580 LB Consumer Goods, $601.54 ,no
12689935," Sparta, MI"," Feb 01, 10:00 AM  -  02:00 PM EDT "," Cerritos, CA "," Feb 08, 12:00 AM  -  12:00 AM PDT ",,deadhead - distance2177.6 mi, live intermodal42000 LB Laminate Mater...,quick bid,no
12650536," Kansas City, MO"," Feb 01, 09:00 AM CDT"," Orlando, FL "," Feb 02, 01:00 PM EDT",,deadhead - distance1245.6 mi, live Van w/ Team26000 LB Packages,bid only,no
12741312," Watkins Glen, NY"," Feb 01, 11:00 AM EDT"," Reading, PA "," Feb 02, 07:30 AM EDT",,deadhead - distance198.9 mi, live Van or Reefer - 5343163 LB Top-flor Granu..., $878.50 ,no
12725767," Stockton, CA"," Feb 01, 08:00 AM PDT"," Sparks, NV "," Feb 02, 12:00 AM PDT",,deadhead - distance179.3 mi, live Van - 53 Feet36363 LB Food Stuffs, $785.85 ,no
12648735," Winchester, VA"," Feb 01, 11:00 AM EDT"," Marion, IN "," Feb 02, 08:00 AM EDT",,deadhead - distance507.8 mi, live Van - 53 Feet10676 LB Consumer Goods, $807.88 ,yes
12593100," Salem, VA"," Feb 01, 11:00 AM EDT"," Jonesville, SC "," Feb 01, 10:00 PM EDT",,deadhead - distance252.4 mi, live Van - 53 Feet40913 LB Consumer Goods, $605.32 ,no
12725902," Stockton, CA"," Feb 01, 09:00 AM PDT"," Sparks, NV "," Feb 02, 12:00 AM PDT",,deadhead - distance179.3 mi, live Van - 53 Feet38433 LB Food Stuffs, $785.85 ,no
12626996," Hartford City, IN"," Feb 01, 12:00 PM EDT"," Zanesville, OH "," Feb 01, 09:00 PM EDT",,deadhead - distance221.3 mi, live Van - 53 Feet38161 LB Consumer Goods, $640.57 ,no
12573725," Folkston, GA"," Feb 01, 12:00 PM EDT"," Alachua, FL "," Feb 01, 06:00 PM EDT",,deadhead - distance87.7 mi, live Van - 53 Feet43064 LB Consumer Goods, $588.08 ,no
12518035," Janesville, WI"," Feb 01, 12:00 PM  -  04:00 PM CDT "," Spencer, IN "," Feb 02, 08:00 AM EDT", 1 STOP ,deadhead - distance356.2 mi, live Van - 53 Feet15000 LB Packaging Mate...," $1,169.04 ",no
12621609," Zebulon, NC"," Feb 01, 12:30 PM EDT"," Jonesville, SC "," Feb 02, 04:00 AM EDT",,deadhead - distance257.5 mi, live Van - 53 Feet35534 LB Consumer Goods, $535.58 ,no
12737044," Columbia, SC"," Feb 01, 01:00 PM EDT"," Dayton, NJ "," Feb 03, 06:00 AM EDT",,deadhead - distance677.1 mi, live Van - 53 Feet44000 LB Food Stuffs," $1,832.07 ",no
12729177," Hickory, NC"," Feb 01, 01:00 PM EDT"," Savannah, GA "," Feb 02, 08:30 AM EDT",,deadhead - distance301 mi, live Van Vented3696 LB Retail Goods, $722.87 ,no
12710974," Hannibal, MO"," Feb 01, 12:00 PM CDT"," Social Circle, GA "," Feb 02, 01:00 PM EDT",,deadhead - distance716.2 mi, live Van - 53 Feet44237 LB Food Stuffs," $2,027.91 ",no
12609879," Zebulon, NC"," Feb 01, 01:00 PM EDT"," Scottsville, KY "," Feb 02, 01:00 PM CDT",,deadhead - distance572.8 mi, live Van - 53 Feet41481 LB Consumer Goods," $1,050.84 ",yes
12581034," Ochlocknee, GA"," Feb 01, 01:00 PM EDT"," Jonesville, SC "," Feb 02, 08:00 AM EDT",,deadhead - distance417.7 mi, live Van - 53 Feet42900 LB Consumer Goods, $896.85 ,no
12675601," Allen Park, MI"," Feb 01, 02:00 PM EDT"," Cowpens, SC "," Feb 02, 01:30 PM EDT",,deadhead - distance679 mi, live Van - 53 Feet34628 LB Retail Goods," $1,522.06 ",no
12642583," Fishers, IN"," Feb 01, 02:00 PM EDT"," Alachua, FL "," Feb 03, 07:00 AM EDT",,deadhead - distance868.8 mi, live Van - 53 Feet21793 LB Consumer Goods," $1,930.73 ",no
12626966," Knoxville, TN"," Feb 01, 02:00 PM EDT"," South Boston, VA "," Feb 02, 07:00 AM EDT",,deadhead - distance333.3 mi, live Van - 53 Feet11500 LB Consumer Goods," $1,028.88 ",yes
12585437," Ellwood City, PA"," Feb 01, 02:00 PM EDT"," Amsterdam, NY "," Feb 02, 11:00 AM EDT",,deadhead - distance449.5 mi, live Van - 53 Feet8004 LB Consumer Goods," $1,307.61 ",no
12621481," Zebulon, NC"," Feb 01, 02:30 PM EDT"," Scottsville, KY "," Feb 02, 01:00 PM CDT",,deadhead - distance572.8 mi, live Van - 53 Feet28834 LB Consumer Goods," $1,050.84 ",yes
12609918," Zebulon, NC"," Feb 01, 01:30 PM EDT"," Scottsville, KY "," Feb 02, 01:00 PM CDT",,deadhead - distance572.8 mi, live Van - 53 Feet41461 LB Consumer Goods," $1,050.84 ",yes
12722864," Old Hickory, TN"," Feb 01, 04:00 PM CDT"," Augusta, GA "," Feb 02, 10:00 AM EDT",,deadhead - distance394.4 mi, live Van - 53 Feet25000 LB Car Seat Mater..., $966.48 ,no
12722699," Sioux City, IA"," Feb 01, 04:00 PM CDT"," Saint Cloud, MN "," Feb 02, 08:00 AM CDT",,deadhead - distance285.2 mi, live Van - 53 Feet40021 LB Food Stuffs, $668.04 ,no
12736589," Byhalia, MS"," Feb 01, 07:00 PM CDT"," Fulton, MO "," Feb 02, 07:00 PM CDT",,deadhead - distance391.1 mi, live Van or Reefer - 5318634 LB Food Stuffs,bid only,no
12745144," Lebanon, PA"," Feb 02, 12:00 AM EDT"," Airdrie, AB "," Feb 06, 12:01 AM MST",,deadhead - distance2270.4 mi," live Van - 53 Feet14000 LB Georgetown 22""...",bid only,no
12661245," Fort Smith, AR"," Feb 02, 12:00 AM CDT"," Memphis, TN "," Feb 03, 12:00 AM CDT",,deadhead - distance300.3 mi, live Van - 53 Feet44000 LB Packaging Mate..., $466.71 ,no
12437277," Geneva, IN"," Feb 02, 12:00 AM EDT"," Hutchins, TX "," Feb 06, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $2,007.74 ",no
12437270," Geneva, IN"," Feb 02, 12:00 AM EDT"," Hutchins, TX "," Feb 06, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $2,007.74 ",no
12743840," Ontario, CA"," Feb 02, 12:00 AM PDT"," Calgary, AB "," Feb 06, 08:00 AM  -  01:00 PM MST ",,deadhead - distance1541 mi, live Reefer44000 LB Dipping Sauces...," $2,866.71 ",no
12650958," Kansas City, MO"," Feb 02, 04:00 AM CDT"," Sacramento, CA "," Feb 04, 02:00 PM PDT",,deadhead - distance1724.4 mi, live Van w/ Team26000 LB Packages,bid only,no
12728794," Manchester, NH"," Feb 02, 07:00 AM  -  03:00 PM EDT "," Racine, WI "," Feb 03, 07:00 AM  -  Feb 04, 07:00 AM CDT ",,deadhead - distance1009.9 mi, drop trailer Van - 53 Feet30000 LB Packaging Mate...," $1,759.24 ",no
12743533," Caruthers, CA"," Feb 02, 08:00 AM  -  02:00 PM PDT "," Totowa, NJ "," Feb 06, 08:00 AM  -  04:00 PM EDT ",,deadhead - distance2847.7 mi, live Van41000 LB Food Stuffs," $5,192.02 ",no
12734138," Alburtis, PA"," Feb 02, 08:00 AM  -  08:00 PM EDT "," Flora, MS "," Feb 06, 08:00 AM CDT",,deadhead - distance1126.2 mi, drop trailer Van30000 LB Furniture," $2,030.00 ",no
12705377," Athens, TN"," Feb 02, 08:00 AM  -  11:00 AM EDT "," Bardstown, KY "," Feb 03, 09:00 AM EDT",,deadhead - distance252 mi, live Van25000 LB Bedding, $671.10 ,no
12662825," York, SC"," Feb 02, 09:01 AM  -  10:00 PM EDT "," Florence, KY "," Feb 03, 09:00 AM  -  09:00 AM EDT ",,deadhead - distance454.4 mi, live Van - 53 Feet40000 LB Truckload, $865.53 ,no
12740851," Three Forks, MT"," Feb 02, 08:00 AM MDT"," Hermiston, OR "," Feb 03, 03:30 PM PDT", 1 STOP ,deadhead - distance727.1 mi, live Van - 53 Feet41550 LB Consumer Goods," $1,188.41 ",no
12650554," Kansas City, MO"," Feb 02, 09:00 AM CDT"," Orlando, FL "," Feb 03, 01:00 PM EDT",,deadhead - distance1245.6 mi, live Van w/ Team26000 LB Packages,bid only,no
12743919," Long Beach, CA"," Feb 02, 08:00 AM  -  03:00 PM PDT "," Carson, CA "," Feb 06, 08:00 AM  -  03:00 PM PDT ",,deadhead - distance6.6 mi, live 40' High Cube Container18611 LB Electric Kettl...,quick bid,no
12725935," Stockton, CA"," Feb 02, 08:00 AM PDT"," Sparks, NV "," Feb 03, 12:00 AM PDT",,deadhead - distance179.3 mi, live Van - 53 Feet30895 LB Food Stuffs, $785.85 ,no
12615685," Waukegan, IL"," Feb 02, 11:30 AM CDT"," Zanesville, OH "," Feb 03, 08:00 AM EDT",,deadhead - distance466.4 mi, live Van - 53 Feet4422 LB Consumer Goods," $1,047.78 ",no
12738492," North Las Vegas, NV"," Feb 02, 09:00 AM  -  12:00 PM PDT "," Gilroy, CA "," Feb 03, 07:30 AM  -  12:00 PM PDT ",,deadhead - distance500.9 mi, live Van - 53 Feet5740 LB Plastics," $1,001.82 ",no
12734456," Boyertown, PA"," Feb 02, 12:00 PM  -  03:00 PM EDT "," Schenectady, NY "," Feb 03, 07:00 AM EDT",,deadhead - distance247.6 mi, live Van22000 LB Cleaning Produ...,quick bid,no
12518038," Janesville, WI"," Feb 02, 12:00 PM  -  04:00 PM CDT "," Spencer, IN "," Feb 03, 08:00 AM EDT", 1 STOP ,deadhead - distance356.2 mi, live Van - 53 Feet15000 LB Packaging Mate...," $1,168.67 ",no
12621644," Hagerstown, MD"," Feb 02, 12:30 PM EDT"," South Boston, VA "," Feb 02, 10:00 PM EDT",,deadhead - distance265.1 mi, live Van - 53 Feet23225 LB Consumer Goods, $658.94 ,no
12622174," East Butler, PA"," Feb 02, 01:00 PM EDT"," Amsterdam, NY "," Feb 03, 07:00 AM EDT",,deadhead - distance441.8 mi, live Van - 53 Feet42140 LB Consumer Goods," $1,271.65 ",no
12598321," Union City, TN"," Feb 02, 01:00 PM CDT"," Jonesville, SC "," Feb 03, 10:00 AM EDT",,deadhead - distance547.2 mi, live Van - 53 Feet24642 LB Consumer Goods," $1,049.73 ",no
12581077," Ochlocknee, GA"," Feb 02, 01:00 PM EDT"," Jonesville, SC "," Feb 03, 08:00 AM EDT",,deadhead - distance417.7 mi, live Van - 53 Feet39630 LB Consumer Goods, $888.41 ,no
12610021," Wilmington, IL"," Feb 02, 12:30 PM CDT"," Zanesville, OH "," Feb 03, 07:00 AM EDT",,deadhead - distance405.4 mi, live Van - 53 Feet24558 LB Consumer Goods, $946.35 ,no
12609744," Zebulon, NC"," Feb 02, 01:30 PM EDT"," Jackson, GA "," Feb 03, 09:00 AM EDT",,deadhead - distance441.6 mi, live Van - 53 Feet41023 LB Consumer Goods, $727.56 ,no
12700651," South Plainfield, NJ"," Feb 02, 01:00 PM EDT"," Cullman, AL "," Feb 04, 07:00 AM CDT",,deadhead - distance904 mi, live Van - 53 Feet18079 LB Consumer Goods, $979.69 ,no
12606624," Itasca, IL"," Feb 02, 02:00 PM CDT"," Jackson, GA "," Feb 04, 09:00 AM EDT",,deadhead - distance792.1 mi, live Van - 53 Feet44000 LB Consumer Goods," $1,508.38 ",no
12733537," Saukville, WI"," Feb 02, 02:00 PM CDT"," Hazelwood, MO "," Feb 03, 06:00 AM CDT",,deadhead - distance397 mi, live Van22000 LB Cleaning Produ...,quick bid,no
12706893," Barberton, OH"," Feb 02, 03:00 PM  -  05:00 PM EDT "," Dayton, OH "," Feb 03, 06:00 AM  -  10:00 AM EDT ",,deadhead - distance179.9 mi, live Van - 53 Feet40000 LB Rubber, $578.24 ,no
12697301," Watkins Glen, NY"," Feb 02, 04:00 PM  -  04:00 PM EDT "," Hunt Valley, MD "," Feb 03, 08:00 AM  -  08:00 AM EDT ",,deadhead - distance243.4 mi, live Van or Reefer - 5344000 LB Food Stuffs,bid only,no
12437300," Geneva, IN"," Feb 03, 12:00 AM EDT"," Hutchins, TX "," Feb 06, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $1,990.83 ",no
12437286," Geneva, IN"," Feb 03, 12:00 AM EDT"," Hutchins, TX "," Feb 06, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $1,990.83 ",no
12650990," Kansas City, MO"," Feb 03, 04:00 AM CDT"," Sacramento, CA "," Feb 04, 02:00 PM PDT",,deadhead - distance1724.4 mi, live Van w/ Team26000 LB Packages,bid only,no
12731150," Wilmer, TX"," Feb 03, 06:00 AM  -  12:00 PM CDT "," San Antonio, TX "," Feb 06, 05:30 AM CDT",,deadhead - distance258.8 mi, live Van32589 LB New Tires, $499.91 ,no
12734169," Alburtis, PA"," Feb 03, 08:00 AM  -  08:00 PM EDT "," New Orleans, LA "," Feb 08, 08:00 AM CDT",,deadhead - distance1218 mi, drop trailer Van30000 LB Furniture," $1,913.75 ",no
12720814," White Hall, AR"," Feb 03, 08:00 AM  -  02:30 PM CDT "," Des Moines, IA "," Feb 06, 07:00 AM  -  02:00 PM CDT ",,deadhead - distance648.9 mi, live Van43500 LB Freight Of All...," $1,269.90 ",no
12698801," Vista, CA"," Feb 03, 08:00 AM  -  03:00 PM PDT "," Sioux Falls, SD "," Feb 07, 12:00 AM  -  12:00 AM CDT ",,deadhead - distance1701.5 mi, live Van - 53 Feet32500 LB Food Stuffs," $3,298.69 ",no
12627090," Ponder, TX"," Feb 03, 08:00 AM  -  04:30 PM CDT "," Jackson, GA "," Feb 06, 05:00 AM EDT",,deadhead - distance878.5 mi, live Van - 53 Feet14895 LB Consumer Goods," $1,459.34 ",no
12711606," Savannah, GA"," Feb 03, 10:00 AM EDT"," Lagrange, GA "," Feb 03, 12:00 PM  -  11:59 PM EDT ",,deadhead - distance259.1 mi, drop trailer Van - 53 Feet20760 LB Consumer Goods, $663.15 ,no
12650566," Kansas City, MO"," Feb 03, 09:00 AM CDT"," Orlando, FL "," Feb 04, 01:00 PM EDT",,deadhead - distance1245.6 mi, live Van w/ Team26000 LB Packages,bid only,no
12695370," Kennesaw, GA"," Feb 03, 11:00 AM  -  02:00 PM EDT "," Vero Beach, FL "," Feb 06, 07:30 AM  -  07:30 AM EDT ",,deadhead - distance573 mi, live Van - 53 Feet30000 LB Metal Products," $1,478.45 ",no
12604374," Jacksonville, FL"," Feb 03, 11:00 AM EDT"," Jackson, GA "," Feb 06, 07:00 AM EDT",,deadhead - distance322.3 mi, live Van - 53 Feet11000 LB Consumer Goods, $449.68 ,no
12711078," Hannibal, MO"," Feb 03, 12:00 PM CDT"," Social Circle, GA "," Feb 04, 01:00 PM EDT",,deadhead - distance716.2 mi, live Van - 53 Feet44237 LB Food Stuffs," $2,022.34 ",no
12665380," Laredo, TX"," Feb 03, 01:00 PM CDT"," Bloomingdale, GA "," Feb 06, 07:00 AM EDT",,deadhead - distance1295.9 mi, live Van - 53 Feet42524 LB Flooring," $2,610.95 ",no
12664361," Somersworth, NH"," Feb 03, 01:00 PM  -  05:00 PM EDT "," El Paso, TX "," Feb 08, 08:00 AM  -  12:00 PM MDT ",,deadhead - distance2461.5 mi, live Van40000 LB Materials,bid only,no
12610017," Zebulon, NC"," Feb 03, 01:00 PM EDT"," Jackson, GA "," Feb 04, 09:00 AM EDT",,deadhead - distance441.6 mi, live Van - 53 Feet41707 LB Consumer Goods, $727.56 ,no
12604323," Jacksonville, FL"," Feb 03, 01:00 PM EDT"," Jackson, GA "," Feb 06, 07:00 AM EDT",,deadhead - distance322.3 mi, live Van - 53 Feet11000 LB Consumer Goods, $449.68 ,no
12604574," Lansdale, PA"," Feb 03, 02:00 PM EDT"," Jackson, GA "," Feb 06, 05:00 AM EDT",,deadhead - distance845.4 mi, live Van - 53 Feet4965 LB Consumer Goods," $1,202.38 ",no
12604378," Jacksonville, FL"," Feb 03, 02:00 PM EDT"," Jackson, GA "," Feb 06, 05:00 AM EDT",,deadhead - distance322.3 mi, live Van - 53 Feet11000 LB Consumer Goods, $449.68 ,no
12604340," Jacksonville, FL"," Feb 03, 02:00 PM EDT"," Jackson, GA "," Feb 04, 06:00 AM EDT",,deadhead - distance322.3 mi, live Van - 53 Feet11000 LB Consumer Goods, $449.68 ,no
12598502," Humble, TX"," Feb 03, 01:00 PM CDT"," Indianola, MS "," Feb 06, 09:00 AM CDT",,deadhead - distance455.1 mi, live Van - 53 Feet3985 LB Consumer Goods, $719.17 ,no
12598446," Spartanburg, SC"," Feb 03, 02:00 PM EDT"," Indianola, MS "," Feb 06, 05:00 AM CDT",,deadhead - distance571.4 mi, live Van - 53 Feet9248 LB Consumer Goods, $991.86 ,no
12585644," Mount Juliet, TN"," Feb 03, 01:30 PM CDT"," Ardmore, OK "," Feb 06, 10:00 AM CDT",,deadhead - distance687.6 mi, live Van - 53 Feet34948 LB Consumer Goods," $1,343.12 ",no
12585634," Mount Juliet, TN"," Feb 03, 01:30 PM CDT"," Ardmore, OK "," Feb 06, 09:00 AM CDT",,deadhead - distance687.7 mi, live Van - 53 Feet37769 LB Consumer Goods," $1,322.45 ",no
12624223," Dubuque, IA"," Feb 03, 02:00 PM CDT"," Alachua, FL "," Feb 06, 07:00 AM EDT",,deadhead - distance1178.5 mi, live Van - 53 Feet29463 LB Consumer Goods," $2,350.77 ",no
12440890," Laredo, TX"," Feb 03, 02:00 PM CDT"," Indianola, MS "," Feb 05, 07:00 AM CDT",,deadhead - distance791.2 mi, live Van - 53 Feet4406 LB Consumer Goods," $1,857.73 ",no
12440835," Laredo, TX"," Feb 03, 02:00 PM CDT"," Indianola, MS "," Feb 05, 08:00 AM CDT",,deadhead - distance791.2 mi, live Van - 53 Feet4406 LB Consumer Goods," $1,857.73 ",no
12727822," Mosinee, WI"," Feb 03, 02:30 PM CDT"," Monroe, OH "," Feb 06, 09:00 AM EDT",,deadhead - distance553 mi, live Van - 53 Feet44000 LB Paper," $1,537.53 ",no
12736594," Byhalia, MS"," Feb 03, 04:00 PM CDT"," Marion, IN "," Feb 06, 07:00 AM EDT",,deadhead - distance554.8 mi, live Van or Reefer - 5336468 LB Food Stuffs,bid only,no
12651086," Kansas City, MO"," Feb 04, 04:00 AM CDT"," Sacramento, CA "," Feb 05, 02:00 PM PDT",,deadhead - distance1724.4 mi, live Van w/ Team26000 LB Packages,bid only,no
12650716," Kansas City, MO"," Feb 04, 09:00 AM CDT"," Orlando, FL "," Feb 05, 01:00 PM EDT",,deadhead - distance1245.6 mi, live Van w/ Team26000 LB Packages,bid only,no
12622777," Dallas, TX"," Feb 04, 09:00 AM CDT"," Indianola, MS "," Feb 05, 10:00 AM CDT",,deadhead - distance420.2 mi, live Van - 53 Feet42630 LB Consumer Goods, $905.30 ,no
12623034," Dallas, TX"," Feb 04, 10:00 AM CDT"," Indianola, MS "," Feb 05, 01:00 PM  -  01:00 PM CDT ",,deadhead - distance420.2 mi, live Van - 53 Feet41997 LB Consumer Goods, $923.50 ,no
12689762," Dallas, TX"," Feb 04, 06:00 PM CDT"," Ardmore, OK "," Feb 05, 09:00 AM  -  09:00 AM CDT ",,deadhead - distance120.8 mi, live Van - 53 Feet44686 LB Consumer Goods, $524.49 ,no
12690308," Dallas, TX"," Feb 04, 07:00 PM CDT"," Ardmore, OK "," Feb 05, 10:00 AM  -  10:00 AM CDT ",,deadhead - distance120.8 mi, live Van - 53 Feet42204 LB Consumer Goods, $536.71 ,no
12651104," Kansas City, MO"," Feb 05, 04:00 AM CDT"," Sacramento, CA "," Feb 06, 02:00 PM PDT",,deadhead - distance1724.4 mi, live Van w/ Team26000 LB Packages,bid only,no
12650870," Kansas City, MO"," Feb 05, 09:00 AM CDT"," Orlando, FL "," Feb 06, 01:00 PM EDT",,deadhead - distance1245.6 mi, live Van w/ Team26000 LB Packages,bid only,no
12708009," Troutman, NC"," Feb 05, 02:00 PM  -  02:00 PM EDT "," South Boston, VA "," Feb 06, 07:00 AM  -  07:00 AM EDT ",,deadhead - distance157.2 mi, live Van or Reefer - 5343642 LB Food Stuffs, $522.42 ,no
12707999," Troutman, NC"," Feb 05, 03:00 PM  -  03:00 PM EDT "," Zanesville, OH "," Feb 06, 07:00 PM  -  07:00 PM EDT ",,deadhead - distance391.9 mi, live Van or Reefer - 5343541 LB Food Stuffs, $965.44 ,no
12436295," Geneva, IN"," Feb 06, 12:00 AM EDT"," Houston, TX "," Feb 08, 12:00 AM CDT",,deadhead - distance1128 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $2,489.69 ",no
12664538," Fort Smith, AR"," Feb 06, 12:00 AM CDT"," Memphis, TN "," Feb 07, 12:00 AM CDT",,deadhead - distance300.3 mi, live Van - 53 Feet44000 LB Packaging Mate..., $465.71 ,no
12437426," Geneva, IN"," Feb 06, 12:00 AM EDT"," Hutchins, TX "," Feb 08, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $1,961.88 ",no
12437423," Geneva, IN"," Feb 06, 12:00 AM EDT"," Hutchins, TX "," Feb 08, 12:00 AM CDT",,deadhead - distance1011.2 mi, live Van or Reefer - 5344404 LB Diced Tomatoes," $1,961.88 ",no
12724615," Windsor, CO"," Feb 06, 12:00 AM MDT"," Granbury, TX "," Feb 08, 08:00 AM CDT",,deadhead - distance853.7 mi, live Van - 53 Feet39232 LB Freight Of All..., $844.55 ,no
12724914," Fridley, MN"," Feb 06, 07:00 AM  -  03:30 PM CDT "," Cabool, MO "," Feb 07, 07:00 AM  -  03:00 PM CDT ",,deadhead - distance686.1 mi, live Van - 53 Feet43774 LB Food Stuffs," $1,621.15 ",no
12718783," Athens, TN"," Feb 06, 08:00 AM  -  02:00 PM EDT "," Schenectady, NY "," Feb 08, 09:00 AM EDT",,deadhead - distance895.9 mi, live Van25000 LB Bedding," $1,951.33 ",no
12727573," arden hills, MN"," Feb 06, 08:00 AM  -  02:00 PM CDT "," Texarkana, TX "," Feb 08, 08:00 AM  -  03:00 PM CDT ",,deadhead - distance912.1 mi, live Van - 53 Feet42000 LB Non Hazmat Che...," $1,961.31 ",no
12708151," College Point, NY"," Feb 06, 09:00 AM  -  02:00 PM EDT "," Bessemer, AL "," Feb 08, 06:00 AM CDT",,deadhead - distance994.8 mi, live Van - 53 Feet15288 LB Consumer Goods," $1,329.26 ",no
12726047," Stockton, CA"," Feb 06, 08:00 AM PDT"," Sparks, NV "," Feb 07, 12:00 AM PDT",,deadhead - distance179.3 mi, live Van - 53 Feet35861 LB Food Stuffs, $785.85 ,no
12708110," Calhoun, TN"," Feb 06, 11:00 AM EDT"," Amsterdam, NY "," Feb 08, 09:00 AM EDT",,deadhead - distance909.8 mi, live Van - 53 Feet18576 LB Consumer Goods," $1,974.25 ",no
12637913," Red Bay, AL"," Feb 06, 11:00 AM CDT"," Indianola, MS "," Feb 06, 07:00 PM CDT",,deadhead - distance228 mi, live Van - 53 Feet42833 LB Consumer Goods, $696.94 ,no
12518047," Janesville, WI"," Feb 06, 12:00 PM  -  04:00 PM CDT "," Spencer, IN "," Feb 07, 08:00 AM EDT", 1 STOP ,deadhead - distance356.2 mi, live Van - 53 Feet15000 LB Packaging Mate...," $1,152.32 ",no
12604171," Zebulon, NC"," Feb 06, 12:30 PM EDT"," Indianola, MS "," Feb 07, 10:00 PM CDT",,deadhead - distance827.5 mi, live Van - 53 Feet22584 LB Consumer Goods," $1,402.54 ",no
12734532," Boyertown, PA"," Feb 06, 01:00 PM  -  04:00 PM EDT "," York, PA "," Feb 07, 07:00 AM EDT",,deadhead - distance64.3 mi, live Van22170 LB Cleaning Produ...,quick bid,no
12627184," Knoxville, TN"," Feb 06, 01:00 PM EDT"," Alachua, FL "," Feb 07, 08:00 AM EDT",,deadhead - distance533.2 mi, live Van - 53 Feet11500 LB Consumer Goods," $1,295.03 ",no
12622182," Butler, PA"," Feb 06, 01:00 PM EDT"," Amsterdam, NY "," Feb 07, 11:00 AM EDT",,deadhead - distance441.8 mi, live Van - 53 Feet44000 LB Consumer Goods," $1,271.65 ",no
